comment,toxic
"Молодой парень без опыта, интересует 69 с ровестником, в связи с...",1
Познакомлюсь с девушкой для Воплощения фантазий и ...,1
Ищу девушку для ролевых игр,1
Ищу девушку встреч без обязательств и воплощения самых жарких...,1
Девственник 18+ Ищу приятную женщину. Москва,1
Женщину для приятных отношений запад Москвы!,1
Ищу сладкую лизунью,1
Готова к приключениям вместе,1
"Хочу секса, ищу господина из Москвы",1
Устала сидеть дома! Хочу извращений)) кто хочет вирт или обмен...,1
Познакомлюсь с дамой от 30+,1
"Очень скучно, пиши",1
Ищу любовницу от 19 до 31,1
Ищу девушку для разного рода фетиша,1
Самоизоляция с женщиной,1
Познааомлюсь с девушкой,1
"Я би, ищу пару мж би",1
Предлогаю вирт по скайпу,1
Ищу мужчину для регулярных интимных встреч в г.Москве,1
Девушка 19 лет ищет секс за деньги или спонсора,1
"Ищу девушку, в сексе умею делать все",1
Ищу девушку без заморочек,1
Моя попочка открыта для тебя как врата рая,1
Пара ищет пару для легкого свинга,1
Хочу лишиться девственности с девушкой,1
"Ищу господина, пиши",1
Встречусь в девушкой любого возраста,1
"Ищу женщину, возраст не важен, до оргазма",1
"Парень 29 лет, ищу девушку для интересного времяпровождения",1
Умею доставлять удовольствие женщине,1
"Познакомлюсь с женщиной для встреч, общения, секса",1
Приглашу к себе девушку для интима,1
"Молодой, крепкий парень ищет любви и взаимных удовольствий",1
"Люблю пошалить с девочками, твои тайные желания превратить в...",1
Ищу любительницу орального секса,1
Девственник ищет партнершу для вирта,1
Интересный мужчина желает познакомиться,1
"Ищу девушку, женщину для взаимного удовлетворения",1
Хочется иногда поласкаться с женщиной,1
Мужчина 48 лет хочет найти пару в Москве,1
"Встречусь с ухоженной, ненасытной девушкой",1
"Мы семейная пара, ищем девушку для интимных встреч без...",1
Скроемся от коронавируса,1
"Хочу познакомится с девушкой или женщиной для встреч, общения,...",1
Пара ищет девушку для общения и секса жмж,1
"Девушка, 25 лет, стройная, красивая, ищу интима",1
"Ищу девушку с формами для секса без обязательств на одну ночь,...",1
"Ищу интим, Москва",1
Ищу женщину до 45 для куни,1
Ищу девушку/женщину 25-40 для хорошего времяпровождения и секса,1
"Рост 180, член 19-20",1
Познакомлюсь для встреч с мужчиной в Москве,1
Подарю счастье и бурный оргазм,1
"Ищу девушку для секса, а там уже сама решишь",1
"Женщина ищет женщину, подругу",1
"Стройная, симпатичная, ищу интима в Москве",1
"Обожаю кунилингус, анилингус, золотой дождь, и сосать большой...",1
Раб ищет хозяйку,1
"Симпатичный парень, 22, ищет адекватную и симпатичную девушку",1
Секс с лесбиянками,1
"Опытный парень ищет раскрепощенную девушку, для секса",1
Встречусь с девушкой для умопомрачительного секса.!!,1
Ищу мужчину для секса и совместного времяпровождения),1
Оральный секс и не только,1
Не коммерция,1
"Ищу девушку, женщину для секса без обязательств",1
"Ищу девушку, женщину для интимных встреч",1
"Кто если не ты, крошка?",1
"Ищу женщину, которая поможет мне набраться опыта",1
Встречи с мужчиной в Москве,1
Секс и ласки,1
Ищу партнершу в столь сложное время,1
Мужчина 45 лет,1
"Раб лизун хочет обслуживать Господина из Москвы, МО, буду...",1
От 50 ти и выше,1
"Симпатичный, познакомлюсь с женщиной",1
Ищу партнёршу для самоизоляции на карантине,1
Встречи по взаимной симпатии,1
"Разыскивается верная жена, молодая и здоровая, спортивная и...",1
"Ищу тех, кому нравится фантазировать! Вирт!",1
Подрочу и кончу для женщины 50+,1
Ищу женщину интимные отношения люблю долго куни и трахать,1
Хочу страсти и любви.,1
Ищу девушку исключительно для интимных встреч,1
"Ищу девушку без комплексов, для секса и общения, люблю ласки...",1
Желаю всем позитивного настроения,1
"Актер, модель, 25 лет",1
Опытный искатель с языком,1
Госпожа ищет нижнего в Москве,1
"Ищу вирт. Давно не было девушки, хочу немного пошалить)",1
"Мужчина, 56/170/85, познакомится с парой",1
"Мужчина уни, но больше пасс",1
Ищу зрелую даму для развлечений,1
Молодой любовник,1
28 марта 2020 г. На сегодня ищу любительницу куни. Буду ласкать...,1
"28 марта 2020 г. На сегодня ищу любительницу куни. Буду ласкать,...",1
Познакомлюсь с замужней женщиной для занятия виртуальным сексом,1
Ищу девушку для реальных встреч,1
"Привет, буду рад знакомству",1
Буду рад знакомству,1
Хочу попробовать кое-что новое с мужчиной,1
Ищу любовницу для души и тела.замужним особое предпочтение,1
Ищу любительницу большого размера,1
"Предлагаю честный вирт секс по скайпу, без обманов",1
"19/180/57/17.4 рельефный уни-пасс, люблю женское",1
Неделя выходных - проведем ее приятно,1
"Ищу девушку для вирта по веб камере, все анонимно",1
Скоротаем карантин,1
Ищу девушку для аральных ласк и секса.,1
"Ищу женщину для видеозвонков, без денег, все взаимно",1
Вирт-секс,1
Низ для пары,1
"Девушку, которая точно знает, чего хочет",1
"Любвеобильная, симпатичная девушка",1
"Ищу женщину, интимные отношения, люблю долго куни",1
Ищу девушку на время карантина,1
Привет моя леди!!!,1
Только смелые пишите,1
"Молодой, крепкого телосложения ищет девушку для хорошего...",1
Парень ищет себе милфу,1
Вылижу киску зрелой замужней даме 35-45 лет,1
Ищу мужчину би-актива или пару би-активных,1
Ищу женщину или девушку для интимных встреч,1
"Мужчина, ищу женщину для куни, с вао",1
"Ищу девушку, женщину для оральных ласк и не только",1
Познакомлюсь  с девушкой или семейной парой,1
"Ищу М, МЖ или ММ. Для секса и легкого БДСМ",1
В поисках нижней Москва,1
Наслаждаться жизнью хочу,1
Мужчина 32 года хочет найти даму в Москве,1
Познакомлюсь с милой леди,1
"Давайте знакомиться, жду",1
Ищу на постоянку,1
"Ищу тебя, да-да, тебя",1
В поисках мозгосрывного секса,1
"Девушки, пишите, буду очень рад",1
"Приветик, сладкие мужчины",1
Встретимся и зажжем,1
"Девушка, 25 лет, стройная и красивая",1
Молодой ищет девушку постарше,1
"Ищу девушку, которая любит оральные ласки",1
"Ищу девушку, которая сделает минет в офисе",1
Пара ищет активного друга,1
Секс и порно!,1
"Долгий и нежный куни, а секс по вашему желанию",1
"Потеребенькаю киску с мужчиной, кончу онлайн, есть игрушка",1
Оральные ласки женщине от мужчины,1
"Вирт по ватсап, пишите",1
В поиске прекрасной женшины,1
"На скайп, ватсап любая мастурбация, и потом можно реал",1
Постоянная партнерша,1
Приятности для тебя^^,1
"Привет, хочу найти девушку или женщину для хорошего секса",1
Студентка станет любовницей,1
Женщина 45 лет хочет найти мужчину в Москве,1
Секс во всех проявлениях,1
Молодая пара ищет девушку би,1
Познакомлюсь с опытной женщиной для секса,1
"Парень +22, Ищет пару МЖ или ЖЖ для приятного времяпровождения",1
"Парень +22, адекватный, образованный, спортивный) Не старше +25...",1
Москва.М 52/178/125 приглашает к знакомству (не)семейную пару...,1
Познакомлюсь с замужней женщиной 35-45 лет для виртп,1
Красивая мадемуазель 29 лет познакомится с мужчиной для секса в...,1
Секси брюнетка заждалась,1
"Я милая девушка, хочу найти парня альбиноса от 18 до 26 лет",1
"Минет, анал ЮАО",1
"Хватит думать, искать, просто напиши смс",1
Для частых встреч полного мужчину от 45,1
Покажу себя в whatsapp,1
Ищу девушку/женщину для развратной переписки/вирта без коммерции,1
Ищу девушку для встреч на вашей территории,1
В поисках постоянной партнёрши для встреч без обязательств,1
Люблю ставить раком и драть,1
Ищу мужчину с огромным размером,1
В поиске секс рабыни,1
Язычок для милых дам,1
Ищу пару для приятного времяпровождения,1
"Новые ощущения, 35+",1
В поисках интересной девушки,1
От секса начинается и от секса заканчивается ),1
Молодой парень ищет девушку для вирта,1
"Спортивный, долгоиграющий в сексе",1
Встречи для приятного времяпровождения,1
Приглашаем на секс вечеринку в пятницу 27 марта!,1
Сделаю приятно девушкам,1
Ищу девушку для переписки,1
Ищу рабыню с проживанием,1
"Работаю горлом, пиши",1
Худощавого молодого парня,1
Постоянная партнерша нужна,1
Привет милые дамы!) Поздравляю вас с отличной новостью! Можем...,1
"Ищу госпожу которая научит всему, фото моё",1
Приглашу даму на лицо или куда захочешь,1
"Ищу женщину, девушку для отношений",1
Сисси,1
Ищу женщину 35-45 лет,1
Люблю секс и оральные ласки,1
Познакомлюсь с девственницей,1
"Онли по взаимной симпатии. Проводить время, заниматься сексом....",1
Ищу адекватную девушку для встреч,1
Познакомлюсь с успешным,1
Мужчина ищет акта,1
Только по сути!,1
Жарить это моё,1
Познакомлюсь с девушкой - женщиной для встреч интимнного порядка...,1
Секс без обязательств при взаимной симпатии,1
Пару МЖ 35+,1
Девушку от 35,1
Эротический йони массаж с гарантией качества от парня или...,1
"Не пожалеешь, зови меня Грязью",1
Ищу взрослого и опытного в сексе мужчину,1
Ищу маленькую извращенку,1
Хочеться отношений с женщиной,1
В поиске нимфоманки,1
"Мужчина 56, 170/85 познакомится с парой",1
Хочу экспериментов,1
"Нормальный парень, хотелось бы разнообразия в жизни, да и просто...",1
Мужчина 60 лет хочет найти девушку в Москве,1
Познакомлюсь с девушкой для общения и секса,1
"Девушка хочет нежную встречу сегодня, Москва",1
Познакомлюсь с парнем для секса в Москве,1
"Познакомлюсь для приятного интима с мужчиной, Москва",1
Ищу брутала,1
"Пассивочка - ""девочка"" 23/186/80, ищу постоянного, хорошего,...",1
Знакомство гей...,1
Скучаешь в вечер пятницы?)) Тогда отпиши мне)),1
Лишу девственности!,1
"Ищу девушку, которая любит большой размер, для постоянных встреч",1
Нежный куни,1
"Мужчина ищет женщину, любительницу куни",1
В поисках постоянного партнёра для встреч,1
Хочу девушку для ласк,1
"МЖ пара в поисках мужчины, би-уни, желательно (иногда) со своей...",1
"Ищу милую, худенькую, русскую девушку",1
В поиске копрофилки,1
Встречусь с женщиной от 40 лет,1
Есть склонность к подчинению? Даю уроки БДСМ,1
Молодой для взрослой,1
Мужчина ищет любовницу,1
Оргазм - гарантирую 100%,1
Не только секс,1
Ищу свое солнышко для страстного времяпровождения,1
"Москва. Мужчина, 52/178/125 приглашаю женщину и/или (не)семейную...",1
Постоянную партнершу ищу,1
Ищу милую незнакомку для взаимных встреч,1
Ищу девушку для души и тела,1
Ищу мужчину Господина для совместного проживания или конф....,1
Подрочу для женщины 50+,1
"Ищу женщину, девушку, которой нравиться куни",1
"Кто, если не ты, крошка",1
Ищу ласкового мужчину для интимных встреч,1
"Привет, ищу парня для приятных встреч",1
"Встречусь с красивой, стройной девушкой для секса, до 35, хочу...",1
Только для любительниц орального секса,1
Нижний для Господина,1
"Нежный, красивый фистинг для очаровательных женщин",1
"Мне 24, хочу того же, что и ты)",1
"Любишь секс, как я?",1
Видео с отчетом,1
Расслабься и наслаждайся,1
Познакомлюсь с подружками,1
"Мужчина ищет женщину, которой нужна послушная шлюха, вирт, Skype",1
Люблю когда женщине хорошо,1
Покорный мужчина ищет властную женщину,1
"Приснился сон, как в меня закончили, и захотелось попробовать",1
"Долгий секс, рассматриваю предложения",1
"Винишко, приятный разговор и секс",1
"Добрый день, хотелось найти девушку до 35 лет для регулярных...",1
"Хочу найти стройную, спортивного телосложения девушку (до 175)...",1
Ищу парня дли вирта,1
Кто хочет куни,1
"Стройная, красивая, ищу интима с мужчиной",1
Тебе будет хорошо со мной,1
Новичок для Госпожи,1
"Минет в авто, девушку от 20-40, пишите, жду, приеду в ваш район",1
Познакомлюсь с любительницей куни и 69,1
Девушку-женщину без комплексов и коммерции,1
"Познакомлюсь с девушкой для встреч, не на материальной основе, а...",1
Ласковый мужчина ищет девушку до 35,1
Парень 26 лет хочет найти девушку (желательно женщину) в Москве,1
"Я молодой парень, ищу госпожу Москва",1
"Хочу секса без обязательств, познакомлюсь",1
"Москва, молодая девушка познакомится",1
Ищу приятную женщину для приятного времяпровождения,1
"Ищем девушек, нас двое",1
"Я парень би, ищу пару с местом для приятного времяпрепровождения",1
"Ищу девушку, возраст не важен, хочу встречи",1
Парень 19 лет хочет найти парня в Москве,1
"Здравствуйте девушки, женщины, читайте до конца",1
Ищу девушку для секса без обязательств. Срочно,1
"Я - Мига, рад буду знакомству",1
Массаж. Золотые руки,1
"Ищу здорового ни к чему не обязывающего секса! Пишите, девушки,...",1
Ищу девушку или женшину для проведения интиресной весёлый ночки...,1
Хочу классную девушку для приятного времяпровождение и...,1
Хочу секс от 35-40 лет,1
Ищу симпатичную девушку для секса,1
Работаю,1
"В поиске Госпожи, Доминатрикс или Страпонессы",1
Ласки без взаимности,1
"Зеленоград, ТЦ Зеленопарк",1
"Ищу женщину для секса, куни",1
"Адекватная, найдись)",1
"Люблю секс безумно, кто хочет сегодня пишите",1
"Ищу девушку, которая любит подчиняться",1
Скайп/телефон/переписка,1
В поиске мазы или нижней,1
Ищу девушку/женщину для реализации желаний,1
Внимание!!!,1
"Ищу пару, желательно sexwife",1
Ищу полненького уни,1
Ищу девушку для интимных утех. За постоянство,1
Девушки до 25,1
Постоянную партнершу,1
Приятный массаж с прожолжением....,1
Хочу кончить в ротик,1
Реальный парень,1
Отзовись,1
Буду постоянным лизуном взрослой женщины или двух с проживанием...,1
Семейная пара пригласит мужчину на МЖМ или МЖ без мужа,1
в поисках регулярных встреч,1
Ищу красивую девушку для интимных отношений,1
"Ищу девушку, чтоб сделать ей приятно",1
"Желание есть, места нет",1
Ищу даму для частых встреч,1
"Здравствуйте, хотел бы познакомиться с девушкой с 19 до 40 лет...",1
Ищу приятную даму для взаимных ласк,1
Лишу девственности и трахну,1
Онанист ищет похотливую мамочку,1
"Ищу стройную даму до 40, для интимных встреч",1
"Ищу опыта, хочу чисто секса для себя",1
Люблю делать куни. Нравится встречи с мяу-мяу,1
Ищу девушку для общения и отношений,1
Парень ищет женщину для регулярного секса,1
Ищу ту самую секси стройняшку,1
Познакомлюсь с активной парой,1
Ищу лизунишку,1
Самое большое удовольствие - доставлять удовольствие,1
Первый опыт ани для девушки,1
Ищу прекрасную принцессу,1
Приеду в гости к хорошей девушке!!!,1
"Ищу женщину девушку Перово, Новогиреево, которой нравиться куни",1
Серьезный харизматичный мужчина готов согреть в своих объятиях,1
Никогда не делал куни. Хочу попробовать. Кто научит?,1
Исполните мечту девственника!,1
Ищу двух активов,1
Ищу девушку!,1
В поисках девушки для занятия сексом,1
"Ищу девушку в Москве. Фигура спортивная, размер 19-20 см, напиши",1
Доставлю девушке максимум удовольствия!!,1
Знакомлюсь с пожилым,1
"Где ты, моя королева?!",1
"Познакомлюсь с девушкой от 30 лет, для секса и тепла. Москва",1
Пара 23 года хочет найти мужчину в Москве,1
В поиске девушки для секса без обязательств,1
Ищу пассивчика,1
Я - трахарь,1
Ищу зрелую женщину от 40 лет для приятных встреч,1
"Привет, может попробуем?",1
Ищу мокренькую киску,1
Ищу представительницу прекрасного пола,1
Экстримкуннилингус,1
Мужчина 36 лет хочет найти пару в Москве,1
Ищу девушку или женщину для приятного времяпровождения,1
"Ищу пару для встреч я би, место с вас могу быть рабом",1
"Вечеринка проекта ""Sensual Abstraction""! Harley gangbang and...",1
"Привет, я - Илья и ищу девушку чтобы доставлять ей удовольствие",1
Парень ищет даму без комплексов,1
Ищу страстную женщину для воплощение сексуальных утех,1
С удовольствием отлижу везде,1
Ищу девушку или женщину для куни,1
Ищу интересную девушку для времяпровождения и спокойных бесед,1
"Ищу, с кем попробовать анал, фото вышлю",1
Мужчина 31 год хочет найти девушку в Красногорске,1
"35 лет, ищу девушку",1
"Хочу взрослую женщину, одну и единственную",1
"Ищу парня, пассива или уни, для секса",1
Хочу попробовать страпон,1
Сделаю хороший куни даме,1
Ищу девушку для BDSM,1
"Я парень, хочу найти девушку живу в Москве",1
Адекватную девушку ищу,1
Молодой парень ищет секс без обязательств и коммерции,1
"Я красивый, молодой парень, ищущий милых дам, чтобы доставлять...",1
Познакомлюсь с девушкой для реальных встреч или вирта,1
Хочу воплотить свои фантазии,1
Порадую твою киску,1
Пара ищет девушку для встречи,1
Мужчина 46 лет хочет найти даму в Москве,1
"Полная, ищу девушку",1
Ищу нежную нимфу,1
Молодой парень. Ищу пару МЖ для первого МЖМ,1
Возьму в рот и дам в попу,1
Пиши не пожалеешь,1
"Привет, давай встретимся",1
Шикарный куни для дам,1
"Парень, 24 года, хочу найти девушку для регулярного вирта",1
"Ищу рабыню, сиси, так же семейные пары",1
Молодой энергичный красавец ищет девушку постарше,1
Ищу незакомплексованную девушку,1
"Уни ищу, хочу секс",1
Ищу любительницу орального кайфа,1
Послушный мальчик ищет нежную домину,1
Мужчина 37 лет ищет женщину,1
Тимур,1
Очень хочу секса! Соглашусь на многое),1
Хочу мужчину-актива,1
"Романтичный, ласковый мужчина познакомится с девушкой для...",1
Ищу от 30 до 40!,1
Шишка дымится,1
Парень 34 года ищет женатую пару для секса втроем,1
"Молодой парень, хочется женской ласки и тепла",1
Жду свою кису❤️,1
Секс без коммерции,1
Молодой парень 23 года ищет женщину не старше 40,1
"Ищу девушку или женщину, пошалим по видео",1
"Ищу девушку для секса лет 18-35, не стесняемся",1
Хочу отлизать тебе,1
Мужчина 49 лет хочет найти женщину в Москве,1
Нерусский ищет женщину для оральных ласк,1
Ищу небрезгливую женщину,1
"Ищу взрослую, опытную женщину, Москва",1
Попробовать ани для девушки,1
Ищем пару или девушку,1
Ищу любительницу вагинального фистинга,1
Ищу подружку бишку,1
Кунилингус дамам 40+,1
Отдамся в хорошие руки,1
Со мной ты кончишь,1
Мужчина предлагает познакомиться в москве для дружеского секса,1
Я - парень. Мне 21,1
В поисках новых впечатлений от жизни,1
М познакомится с МЖ для дружбы и секса в Москве,1
Ищу женщину 30+ для вирта,1
Хочу 69,1
"Ищу молодую, симпатичную",1
С другом ищем девушек,1
"Ищу девушку для секса, лучше у тебя",1
"Парень, ищу девушку для секса, пару раз в неделю",1
Познакомлюсь с послушным молодым пассивом от 19,1
Ищу девушку или женщину для вирта,1
С другом ищем девушку или девушек для интима,1
"Ищу взрослую женщину или семейную пару, которая возьмет к себе в...",1
"Мужчина лизун хочет обслуживать женщину Госпожу из Москвы, МО,...",1
Стану служанкой членосоской мужчине любого возраста с ...,1
Ищу пару или лесби пару,1
Ищу доминантную партнершу,1
Встреча на праздниках,1
"Ищу ту самую, которая захочет воплощать со мной грязные фантазии...",1
"Добрый день! Мы - семейная пара хотим попробовать МЖ МЖ, мы в...",1
Ищу милую женщину для орального секса,1
Секс. Любовник. Для горячей женщины,1
"Привет, хочу крутого секса, от 18-55, пишите",1
"Только доминирую, но без садизма, мастер оральных ласк, а...",1
"Молодой парень ищет взрослую даму для секса, фото скину на почту...",1
"Хочу любви, тепла и много секса",1
Обожаю женщин во всей их красе и со всеми недостатками,1
"Очень нежный, податливый",1
Ищу партнершу для приятного времяпрепровождения,1
Встречусь с девушкой или женщиной от 20 до 50,1
Ищу секс эталон,1
"Молодой, ищу зрелую",1
"Привет, хочу познакомиться с женщиной после 50 лет",1
"Ухоженная и приятно пахнущая, пиши, а то я устал лысого гонять",1
Молодой парень хочет трахнуть женщину постарше,1
Женщину для оральных ласк,1
"Нужна девочка, которая знает, что такое минет",1
Ищу женщину либо худенького мальчика в женском сегодня,1
Познакомлюсь с дамой от 45,1
Хочу экстрим,1
"Ищу девушку для животного, страстного секса",1
"Симпатичный, 30 лет, ищу постоянную пару мж",1
20 см член,1
"Познакомлюсь с девушкой для встреч, общения, секса",1
Ищу пышную девушку для приятных встречи,1
Нуждаюсь в женской ласке!,1
Молодой парень в поисках замужней красавицы,1
"Секс без обязательств, а там посмотрим",1
"Девушку, которая лишит девственности",1
Ищу компанию мужчин с Кавказа для хорошего времяпрепровождения,1
Хочу интима со зрелой,1
"Ищу домину, послушный мальчик для строгой мамочки",1
"Ищу преданную Sex Wife, крайне извращенную шлюху",1
"Ищу девушку для не частых, но постоянных встреч",1
"Ищу любовницу, Москва",1
"Постоянные интим встречи! Анальный секс, классический секс,...",1
Ищу девушку для регулярного страстного секса,1
Дистанционный секс,1
Ищу подругу-любовницу для интим встреч,1
"Ищу женщину, полненькую",1
"Симпатичный и чистоплотный в поисках опытной пары, чтобы...",1
Ищу даму для и/о,1
Ищу девушку для секс встреч днем,1
Ищу крайне извращенную шлюху...,1
Привет всем! С другом ищем девушек!,1
Готов к любым экспериментам,1
"Ищу женщину, девушку, которой нравится куни",1
Хорошо проведу с тобой время на твоей территории,1
Познакомлюсь с би или гетеро парой МЖ,1
Знакомство с пышной женщиной,1
Пара 36 лет хочет найти девушку в Москве,1
"Всем привет, ищем третью",1
Ищу женщину за 40 лет,1
Для пары,1
"Мне 18, ищу женщину 30+ для секса без обязательств по выходным",1
"Ищу лизунью, тебе это безумно нравится",1
В поисках постоянной партнерши,1
Приглашу женщину на выходные,1
Для взаимного удовлетворения,1
Хочу найти с широкими бедрами и плотными ляжками,1
Ищу девчонку для оральных ласк,1
В поиске леди для взаимоприятных встреч,1
"Где ты, моя половинка?",1
Приглашу девушку или женщину на куни. Митино. Не коммерция!,1
Послушное ЧМО,1
Ищу девушку 18-23,1
"Москва! Сейчас! Ищу умную, приятную девушку 20-27 лет для...",1
Ищу свою мамочку!,1
Ищу красивую для секса,1
Ищу постоянную партнершу для куни,1
Оральные ласки для барышни,1
"Куни, массаж без коммерции",1
"Познакомлюсь с девушкой, любого возраста, чтобы подарить...",1
Ищу раскрепощенную позитивную малышку),1
"Серьёзные отношения с юной девушкой до 20 лет, желательно...",1
В поиске любовницы!!,1
"Ищу женщину для интима на её территории, не нуждаюсь в спонсоре...",1
"Золотой дождь, молю!",1
Иногда виртуально откровенно и без комплексов пообщаться с...,1
Муж на час или любовник на ночь,1
Красивый парень ищет девушку,1
Хочу попробовать секс с девушкой,1
Ищу миловидную девушку .,1
Женщина с женщиной,1
"Массаж, куни, секс! Для девушки или женщины до 45 лет",1
Ищу приятную симпатичную,1
Ласковый и нежный зверь,1
"Хозяин, жесткий секс",1
В поисках девушки для интима,1
Пара 27 лет хочет найти мужчину в Москве,1
"Ищу женщину, любительницу кунилингуса",1
Ищи девушка,1
Ищу нижнюю для ЛС,1
Душевное общение,1
Ищю девушку 20-35,1
"Секс без обязательств, не против! Люблю, когда за собой...",1
"Всем желаю счастья, такой, какой я хочу, встреча с хорошим...",1
22 года ищу девушку для сладких и незабываемых встреч,1
"Сделаю самый страстный куни, умею, практикую, отлижу и жестко...",1
Женщину,1
Познакомлюсь с девушкой для встреч по выходным. С вечера пятницы...,1
"Общение, секс без обязательств, эксперименты, отношения, ну...",1
"Не гей, но хочется... Люблю дрочить на гей-порно",1
"Хочу, фантазий много",1
"Познакомлюсь с приятной девушкой, люблю страстный секс и ласки",1
"Ищу девушку для секса, не коммерция",1
Ищу девушку от 29 лет,1
Лизун киски и попки,1
В поисках красивой девушки,1
От 18 до 55,1
Хочу экстрим секс,1
Горячий парень не даст вам заскучать,1
"Куни, золотой дождь",1
Ищу женщину от 40 до 60,1
"Балашиха, куни сейчас",1
Парень 28 лет хочет найти женщину в Москве,1
Только секс нечего личного,1
Ищу молодую худенькую нескромную любовницу до 30 лет для...,1
Ищу женщину для создания свинг-пары и походы на вечеринки,1
Познакомлюсь с парой МЖ для новых ощущений,1
Познакомлюсь с женщиной/девушкой,1
"Ищу девушку секса на 1-2 раза. Исполню все Ваши желания, какие...",1
Молодой пасс для взрослых,1
Ищу любовницу от 18-35 лет,1
"18 см. Горячий секс в гостинице ""Космос"" (28.02 - 1.03)",1
"Привет, девочки, а кто любит куни под ""водой""?",1
"Ищу девушку для виртуального секса, парень, 20 лет, 19 см,...",1
Ищу девушку с местом для приятного времяпровождения,1
"Куни, поза 69, секс без обязательств",1
Нежность и ласку гарантирую,1
Ищу двух подружек для отлиза,1
"Ищу девушку, для приятного времяпровождения",1
"Доброго времени суток, дамы, в поисках приятного общения и не...",1
Девушка 18 лет хочет найти женщину в Москве,1
"Я пасс, ищу пару МЖ, мужчину, транс",1
"Секс, только секс",1
Люблю эксперименты!,1
Молодой парень 29 лет,1
"Ищу женщину, любительницу куни, фейсситтинга",1
"Кунилингус на вашей территории, готов быть хорошим мальчиком",1
Ищу подругу для оральных ласк,1
Семейная пара пригласит мужчину в гости для МЖМ или МЖ при муже,1
Встреча в машине,1
"Ищу парня для того, чтобы блудить)",1
Исполню все твои желания,1
Любовник для би-пары МЖ,1
"Познакомлюсь с девушкой, и не важной, какой возраст, так как это...",1
Ищу девушку для тайных интим-встреч,1
Разнообразие,1
Тебе со мной скучать не придётся,1
"Долгий, нежный куни и жаркий секс",1
"Ищем красивую, ухоженную и сексуальную девушку",1
Ищем мужчину для пары,1
Люблю классный секс,1
Любовник для МЖ (би МЖ),1
Мужчина ищет девушку для близких отношений,1
"Ищу девушку, которая посмотрит на мою мастурбацию",1
"Ищу даму для секса, которая всегда поддержит",1
"Семейная пара ищет третьего, муж би, жена может взять в руки...",1
"Ищу подругу для общения и ласки. Замужем, опыта с девушками нет,...",1
Приятный мужчина ищет даму для оральных ласк,1
В среду 26 февраля приглашаем на спектакль в тематический театр!,1
Регулярные встречи с адекватной девушкой,1
Красавчик,1
Парень 22 лет хочет найти женщину в Москве,1
Пару 40+,1
Отдамся в хорошии женские руки.,1
Женщина 33 года хочет найти девушку в Москве,1
"Возбужу гамму свежих, живых чувств в твоём сердце",1
"Познакомлюсь с девушкой, или с парой МЖ",1
Люблю куни жду вас,1
Ищу женщину страстную для секса и может отношений,1
Послушный для пары,1
Ищу девушку 18-30 для ласк,1
Лесби секс сегодня,1
"Мечтаю найти взрослую опытную любовницу, в идеале от 35, в сексе...",1
Ищу активного мужчину для секса,1
Отымею твою жену своим 19 см,1
"Ищу опытную даму, для встреч без обязательств!",1
Ищу девушку от 25 из Москвы,1
"Подарю тебе то, чего не хватает именно тебе, ведь я рождён для...",1
"Ласки для девушки, женщины",1
"Ищу взрослую сем.пару или женщину, которая возьмет к себе в...",1
"Раб лизун хочет обслуживать женщину Госпожу из Москвы, МО, буду...",1
"Ищу парня для развратного секса без обязательств! Мне 28, не...",1
Ищу мужчину-акта в Перово,1
"Займусь сексом с девушкой, женщиной",1
Ищу полную зрелую даму для совместных утех,1
Ищу девушку-любовницу,1
Ищу девушку для встреч в вечернее и выходные дни,1
Ищу девушку до 40 лет для секса,1
"Фистинг, сквирт все что приносит удовольствие",1
Чувственную и темпераментную,1
"Хозяин. Жесткий секс в гостинице ""Космос"" (28.02 - 1.03)",1
Парень ищет зрелую даму,1
